lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
верховье	NOUN	1700	1700-1916	1700-1916_верховье_30-14		По случаю дурной погоды, пурги и воды, выступившей в верховьях реки Сосуя, Н. В.	53:62	0:80
верховье	NOUN	1700	1700-1916	1700-1916_верховье_22-14		Это мы узнали после, а тогда полагали, конечно, что он одной фамилии с теми Рахметовыми, между которыми много богатых помещиков, у которых, у всех однофамильцев вместе, до 75 000 душ по верховьям Медведицы, Хопра, Суры и Цны, которые бессменно бывают уездными предводителями тех мест, и не тот так другой постоянно бывают губернскими предводителями то в той, то в другой из трех губерний, по которым текут их крепостные верховья рек.	186:195	0:433
верховье	NOUN	1918	1918-1990	1918-1990_верховье_7-14		Этот невольный тибетец, наш спутник, учитель тибетского языка моей Пшевочки, поедет совместно с нами в Тибет до Мур-усу, верховья Ян-цзы-цзяна.	121:129	0:143
верховье	NOUN	1918	1918-1990	1918-1990_верховье_23-14		В верховьях Нунгини где-то должен был находиться гольдский балаган.	2:11	0:67
верховье	NOUN	1918	1918-1990	1918-1990_верховье_17-14		До войны были выстроены железные дороги, соединяющие магистральную линию от берега Индийского океана до озера Нианца с верховьями Нила и с озером Альберта.	119:129	0:155
верховье	NOUN	1918	1918-1990	1918-1990_верховье_25-14		Из персидской сказки В верховьях Черного Иртыша, у подножья одинокого кургана среди зеленой степи, стоял желтый шелковый шатер.	23:32	0:127
верховье	NOUN	1918	1918-1990	1918-1990_верховье_21-14		Небольшой перевал привел нас в верховья р. Канайки; здесь, по словам ямщика, справа и слева от дороги находились небольшие золотые рудники.	31:39	0:139
верховье	NOUN	1918	1918-1990	1918-1990_верховье_13-14		Достаточно посмотреть на карту верховьев рек Камы и Вятки.	31:40	0:58
верховье	NOUN	1918	1918-1990	1918-1990_верховье_19-14		С верховьев реки течение уже сносило отнерестившую, полуживую рыбу.	2:11	0:67
верховье	NOUN	1918	1918-1990	1918-1990_верховье_9-14		Летавет уверенно и быстро вывел караван к моренам и осыпям, замыкающим верховья дикого ущелья.	71:79	0:94
верховье	NOUN	1918	1918-1990	1918-1990_верховье_15-14		Таково все пространство между верховьями Камы и Вятки.	30:40	0:54
верховье	NOUN	1918	1918-1990	1918-1990_верховье_27-14		В низовьях рек кета идет глубоким фарватером, а на мелководье в верховьях рек -- ближе к берегам.	64:73	0:97
верховье	NOUN	1918	1918-1990	1918-1990_верховье_3-14		Пойдут в разработку большие месторождения высококачественных коксующихся углей Хумарянского района, давая топливо промышленности и транспорту Северо-Кавказского края; начнется в промышленных (размерах добыча асбеста, барита, сланцев и мрамора, а также серебро-свинцовых и цинковых руд в верховьях Кубани и в ущельях Даута и Учкулана; у станицы Красногорской вырастет шамотный завод по. выделке огнеупорного кирпича из огнеупорной глины громаднейшего месторождения на левом берету Кубани и поможет освобождению нашей металлургии от импортного кирпича; лягут в Амонхитском и Тебердинском ущельях поперек бурных русел горных рек плотины ГЭС, зажигая в далеких аулах немигающий свет электроламп.	287:296	0:691
верховье	NOUN	1918	1918-1990	1918-1990_верховье_29-14		В настоящее время во всём Уссурийском крае есть только три естественных питомника: остров Аскольд в заливе Петра Великого; горная область с правой стороны в верховьях реки Судзухе (местность Юм-бей-си) и небольшой участок на побережье Японского моря, между реками Кулумбе и Наиной (мыс Арка).	157:166	0:292
верховье	NOUN	1918	1918-1990	1918-1990_верховье_31-14		Высокие вечноснежные хребты советского Тянь-шаня питают много больших рек Средней Азии -- Или, Чу, Нарын (верховья Сыр-дарьи), Ак-сай, Узенгегуш, Сарыджас, Текес.	106:114	0:162
верховье	NOUN	1918	1918-1990	1918-1990_верховье_33-14		-- Я -- пермяк Гаинского района, а вот этот товарищ -- манси с верховьев Вишеры.	63:72	0:80
верховье	NOUN	1918	1918-1990	1918-1990_верховье_35-14		Толайхэ, в верховьях которой, как оказалось, также имеются золотые прииски, и на следующую к югу высокую цепь Наньшаня, еще более высокую и обильную снеговыми вершинами, чем Толайшань.	11:20	0:184
верховье	NOUN	1918	1918-1990	1918-1990_верховье_37-14		Нашла ее в верховьях Пинеги и привезла в Москву.	11:20	0:48
верховье	NOUN	1918	1918-1990	1918-1990_верховье_39-14		Случалось уже и в наше время: уровень рек при вырубке прибрежья падал так стремительно, что плоты того же года застревали на мелкой воде в верховьях Камы, Вычегды, Северной Двины и Белой; кстати, шестиметровым слоем затонувшего бревна, топляка, устлано дно Камы.	139:148	0:262
верховье	NOUN	1918	1918-1990	1918-1990_верховье_41-14		Выйдя из Даута по отходящей на юг долине р. Даут, можно перевалить на урочище Рынджи в верховья р. Уллу-Муруджу (см. маршрут Муруджинская долина -- перевал в урочище Рынджи -- долина Даут).	87:95	0:189
верховье	NOUN	1918	1918-1990	1918-1990_верховье_43-14		Говорят, для налима в верховьях Енисея особый нагул.	22:31	0:52
верховье	NOUN	1918	1918-1990	1918-1990_верховье_45-14		Первые "каменные" пещеры появились на счету алмаатинцев после ноябрьской 1964 года экспедиции на юге Казахстана в районе хребта Даубаба и в верховьях реки Каиршакты на юго-восточном склоне Боролдайских гор.	140:149	0:206
верховье	NOUN	1918	1918-1990	1918-1990_верховье_47-14		Сернистая руда не встречалась, и теперь Каштанов возлагал единственную надежду на вулканообразные горы в верховьях долины, которые к концу длинного перехода казались уже совсем близкими.	105:114	0:186
верховье	NOUN	1918	1918-1990	1918-1990_верховье_49-14		Хребет тянется прямо с востока на запад, слегка уклоняясь к северу от крепостцы Серравале, в верховьях Скривии, до деревни Пастурана, при впадении речки Леммы в Орбу.	93:102	0:166
верховье	NOUN	1918	1918-1990	1918-1990_верховье_51-14		Дед Щукарь опустил обличающе гневный взор и среди мелкой гальки, принесенной вешней водою откуда-то с верховьев Червленой балки, усмотрел крупный обкатанный камень-голыш.	102:111	0:170
верховье	NOUN	1918	1918-1990	1918-1990_верховье_53-14		Аспроха -- "Лошадиная дорога", "Путь, которым можно пройти с лошадью" -- перевал через северное плечо вершины Белый Барс (тадж. асп -- "лошадь" и рох -- "дорога, путь"), вьючный, легко проходимый путь из ущелья реки Арг в верховья Серимы и далее к селениям на Искандердарье.	222:230	0:274
верховье	NOUN	1918	1918-1990	1918-1990_верховье_11-14		Целых две горы: Маяк-тау и Вязовая, отторгнутые и передвинутые на значительные расстояния в верховья реки Урал!	92:100	0:111
верховье	NOUN	1918	1918-1990	1918-1990_верховье_59-14		Хотя Печора была за пределами нашего района, нас интересовало ее верховье, так как здесь, по указаниям охотников, когда-то существовали богатые золотые прииски, а кроме того, на левом берегу Печоры, на хребте Мань-Пубы-Нёр, согласно описанию проф.	65:73	0:247
верховье	NOUN	1918	1918-1990	1918-1990_верховье_57-14		Вместе они проникли и на далекий север к чукчам, и на серебро-свинцовые рудники в Тетюхинской бухте, и на золотые прииски Фудутун в верховьях Имана.	132:141	0:148
верховье	NOUN	1918	1918-1990	1918-1990_верховье_1-14		Между прочим, здесь я узнал, что Анюй в верховьях течет некоторое время вдоль западного склона Сихотэ-Алиня, охватывая истоки Хора, а после принятия в себя притока Гобилли, текущего ему навстречу, поворачивает на запад, уклоняясь то немного к северу, то к югу, и впадает в протоку Дырен.	40:49	0:287
верховье	NOUN	1918	1918-1990	1918-1990_верховье_5-14		В ее верховьях мы еще через день поднялись на перевал Цзинпиндабан в 4200 м, расположенный уже на южном склоне хр. Рихтгофена и на водоразделе между реками Хуншуй и Хыйхэ, текущими (первая на запад, вторая на восток) по продольной долине между этим хребтом и следующим.	5:14	0:269
верховье	NOUN	1918	1918-1990	1918-1990_верховье_55-14		Дальнейшие маршруты наших путешественников следуют в таком порядке: после Нерчинска -- осмотр Аргунских серебряных заводов; затем Аргунский острог; верховья Аргуни; путь к китайской границе; Читинский острог; снова Удинск, а оттуда по Селенге к Байкалу в Иркутск, в который они вторично прибывают 20 сентября.	148:156	0:309
