lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5843		Теперь Пимыч не поднимал, спасая от собаки, драгоценную трость над головой, а просто звонил его маленькой хозяйке по телефону, выслушивал извинения и все равно обижался -- Петя всем разрешал гладить свой жесткий курчавый бок, а ему нет, хотя с каждым разом возвращавшаяся к хозяину палка принимала все более обгрызенный, непристойный вид.	106:113	0:338	5843	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5844		Он и квартиру себе выбрал на отшибе нарочно, чтоб его не беспокоили в нерабочее время, и хозяйку подыскал с огородом и с коровой.	89:96	0:129	5844	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5845		В отсутствие временных хозяек кто-то повалялся на койке: одеяло горбилось на полу, туда же свисал тяжелый сальный матрас, открывая проржавелую кроватную сетку, -- сквозь нее ослепительный свет горевшей все это время лампы достигал каких-то каменных от пыли банок, по которым текли, разбегаясь в глазах, мелкие паучки.	23:29	0:317	5845	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5846		Я уеду в Томы и там буду вспоминать Маммею или таких девушек, как Грациана, а она станет матроной, все в доме будет покорно молодой хозяйке, от последнего раба до самого важного гостя, какого-нибудь почтенного старика в сенаторской латиклаве.	132:139	0:242	5846	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5847		От Коргозера до Сорок второго, где жила прежняя хозяйка моего дома Тася Мазалева, вела довольно хорошая дорога, а Сорок второй -- возникший вскоре после войны леспромхозовский поселок -- при всей своей неуютности и искусственности был местом вполне обжитым, устойчиво связанным с железной дорогой, снабжением, почтой и медпунктом.	48:55	0:330	5847	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5848		Хозяйка за прилавком завела какой-то музыкальный ящик, выходя, остановились под руку перед олеографией Клевера; Ан. много видела ее в детстве, от олеографии мне было весело, нравилось, что в губах так тепло горят огни.	0:7	0:218	5848	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5849		-- Чай -- предложила Марта, вспомнив некстати о том, что она хозяйка.	61:68	0:69	5849	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5850		Марсель Карлович рассказывал хозяйке, что Петр Ильич пытался научить попугая имени Надежда.	29:36	0:91	5850	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5851		Остается загадкой, как алоэ почувствовало наступление нового столетия и почему в его соцветии хозяйка насчитала ровно сто маленьких бутончиков, из которых полностью раскрылись лишь семьдесят.	94:101	0:191	5851	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5852		Скоро наши хозяйки смогут приобрести недорогие стеклянные кастрюли и сковородки.	11:18	0:80	5852	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5853		Вечером после концерта, как всегда, был ужин, и мы собрали всякой еды для хозяйки и ее детей.	74:81	0:93	5853	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5854		А ты откуда знаешь -- в свою очередь удивляется хозяйка, -- ведь ты меня нонь в первой раз видишь.	48:55	0:98	5854	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5855		Мне вообще кажется, что будет неплохо (разумеется, при согласии хозяйки раздела), если в этой теме появятся и другие рассказы, как, например, в теме про приучение к горшку.	64:71	0:172	5855	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5856		Милиционер потоптался у двери, обсудил с хозяйкой возможность нашего скорого возвращения и ушел.	41:49	0:96	5856	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5857		Двери открыла хозяйка дома.	14:21	0:27	5857	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5858		Одна из моих хозяек, помогая ставить цветы в кувшины и ведра, занявшие почти половину моей каморки, пожимала плечами: -- Розы!	13:19	0:126	5858	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5859		Если же замуж выходит вдова, то ее дочери становятся женами своего отчима, однако их дети все равно считаются потомством хозяйки дома.	121:128	0:134	5859	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5860		У моей хозяйки (с двумя детьми) запас в триста пудов картошки, восемь бочек капусты.	7:14	0:84	5860	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5861		Тетерочное дело кропотливое, самой хозяйке едва ли за неделю управиться.	35:42	0:72	5861	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5862		[(Уходит за хозяйкой.)] .	12:20	0:25	5862	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5863		Все жители этого дома, включая хозяйку, человек семь, служили ему кто как мог.	31:38	0:78	5863	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5864		Сами хозяйки часто жили на кухне, выгадывая сдачей комнат себе на жизнь.	5:12	0:72	5864	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5865		Хозяйка сидит в маленькой комнате, поджав под себя маленькие ножки в серых носочках.	0:7	0:84	5865	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5866		На крик Калугиной вбежали Самохвалов, Ольга Петровна, хозяйка дома, сослуживцы.	54:61	0:79	5866	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5867		И темная, подспудная догадка его не подвела: товарища Матухина сместили; Матухин поселил в третью квартиру толпу своей родни, без всяких оснований уплотнив хозяйку скромного притона мадам Чальскую.	156:163	0:197	5867	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5868		-- У нашей милой хозяйки нервы не в порядке, -- с улыбкой ответила Ада-Мэй.	17:24	0:75	5868	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5869		ЕЛЕНА ГОЛОВАНОВА Любите ли вы Англию По крайней мере так, как любит ее декоратор Мария Якушкина -- хозяйка фирмы English Interiors, которая уже 10 лет декорирует российские дома в лучших британских традициях.	99:106	0:208	5869	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5870		В первый момент мне показалось, что она как хозяйка с интересом наблюдает, какое впечатление на меня производит то, что мне показывают.	44:51	0:135	5870	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5871		Партизаны поблагодарили хозяйку, взвалили на плечи мешок и двинулись в обратный путь.	24:31	0:85	5871	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5872		-- Ну, Яшенька, -- говорила от печи хозяйка, -- жениться-то когда станешь Уж я и не дождусь никак!	36:43	0:98	5872	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5873		Старая крестьянка, хозяйка дома, вытирая слезы концами длинного платка, накинутого на плечи, молча достала чистую простыню и постелила на стол.	19:26	0:143	5873	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5874		Но у него не было, чем расплатиться, и он сказал девушке: -- Девушка, известно ли тебе, что у меня нет денег, чтобы заплатить за твое кофе -- Кофе принадлежит моей хозяйке, сударь, -- отвечала девушка, -- а впрочем, сударь, вы, вероятно, шутите.	164:171	0:245	5874	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5875		12 лет назад Валерий Анатольевич был на дне рождения у знакомой и увидел, как один из гостей подарил хозяйке тарелочку.	101:108	0:119	5875	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5876		Хозяйка стукала и звякала на кухне.	0:7	0:35	5876	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5877		"Такие ""пастухи"" прекрасно слушаются свою хозяйку, а собратья послушно следует за ними."	41:48	0:86	5877	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5878		-- Так-то так! -- твердо ответила хозяйка.	34:41	0:42	5878	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5879		Поскольку я мало смыслю во флоре, хозяйка кабинета -- Татьяна Михайловна -- перечисляла названия, а я с трудом поспевал записывать.	34:41	0:131	5879	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5880		Кроме того, нужно привлечь к организации вечера лучших хозяек колхоза, района, которые смогут придать вечеру уют.	55:61	0:113	5880	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5881		Подруга была сдержанной и предусмотрительной хозяйкой.	45:53	0:54	5881	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5882		Сухонькая голубоглазая хозяйка в темном повойнике, с кротким выражением на безответном лице, хлопочет у печки: ворочает уголья, гремит хватом, двигает чугуники.	23:30	0:160	5882	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5883		Иногда мне казалось, что эти заколдованные предметы несли в себе не только характер своей хозяйки, но и становились ее глазами и ушами.	90:97	0:135	5883	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5884		Особенно одна хозяйка в шелковом манто раскричалась: трясет кошелкой и каблуком в дверную ручку нацелилась.	14:21	0:107	5884	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5885		Хозяйка дома Татьяна Владимировна закрылась на кухне.	0:7	0:53	5885	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5886		Тухлое мясо выброшено -- значит, хозяйка растяпа, и так далее.	33:40	0:62	5886	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5887		Так же сушат белье на морозе, вспомнилось Матюшину, хозяйки многие -- постельное, рубахи, панталоны, ведь сушат, развешивают на веревке, но неужто оно и вправду высушивается, становясь твердым, как доска, и его потом не надо больше сушить Значит, мороз действовать может, как солнце, ту же силу иметь, значит, жара с холодом -- что ж, одно и то же Узбек не ведает того -- молчит, не знает, но гимнастерка-то на нем и вправду сухая.	52:59	0:431	5887	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5888		Хозяйка постоялого двора встретила деда Фишку как старого знакомого.	0:7	0:68	5888	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5889		-- Я пойду на кухню, попрошу перекусить -- по-французски спросил разрешения у хозяйки доктор Франсуа, всем своим видом неуклюже намекая на то, что он ничего не слышал, не видел и не понял.	78:85	0:188	5889	rushifteval	ru
хозяйка	NOUN	1918	1918-1990	1918-1990_хозяйка_5890		Предложили хозяйки две постели на троих (больше не было, свои уступали), но они отказались и постелились опять на полу.	11:18	0:119	5890	rushifteval	ru
хозяйка	NOUN	1992	1992-2016	1992-2016_хозяйка_5891		Зимой в доме находился еще один жилец -- дальний родственник хозяйки Егор Иванович.	61:68	0:83	5891	rushifteval	ru
