	word	sent1	sent2	mean	annotator1	annotator2	annotator3
15	авторитет	Сначала Хлебовводов по привычке размахнулся и предложил взять на себя повышенные обязательства, например, чтобы в связи с возросшим <b><i>авторитетом</i></b> Тройки комендант товарищ Зубо обязался бы увеличить свой рабочий день до четырнадцати часов, а научный консультант товарищ Выбегалло отказался бы от обеденного перерыва.	Двор признал его <b><i>авторитетом</i></b>, хотя друзья Киваля были постарше.	2.3333333333333335	4	2	1
16	авторитет	"Полномочия и <b><i>авторитет</i></b> Петербурга оспаривали правительственные сферы, играя по-жирондистски на ""локальном"" значении Петербургского Совета и на идее узурпации им всероссийского мнения демократии."	Лечение инсулином, когда больные впадают в кому -- состояние очень близкое к смерти -- многие <b><i>авторитеты</i></b> считают единственно действенным при шизофрении.	2.0	1	2	3
17	авторитет	"А этим вождем буду Я! Да, Я!"" Он организовывал издательства, создавал журналы, писал труды о стиховедении, переводил латинских авторов, спорил с признанными <b><i>авторитетами</i></b>, наставлял молодых; боялся одного -- отстать от своего времени."	Для Колфилда не существует традиционной системы <b><i>авторитетов</i></b>, которую надо усвоить раз и навсегда со школы или от родителей: личное мнение и отношение для него важнее культурного веса писателя.	3.3333333333333335	4	4	2
18	авторитет	И еще я хотела сказать вам, Сергей Петрович, в присутствии всего учительского коллектива: ваше личное участие в школьной самодеятельности безусловно подрывает ваш <b><i>авторитет</i></b>.	И что вы останетесь профессором-консультантом; ваш <b><i>авторитет</i></b> якобы ничуть не пострадает.	4.0	4	4	4
19	авторитет	Гибли <b><i>авторитеты</i></b>, рушилась вера, меркли светлые идеалы.	Его <b><i>авторитет</i></b> должен быть безупречным, и мы на него с тобою обязаны молиться.	2.6666666666666665	4	1	3
20	авторитет	Это вам нужны звания для <b><i>авторитета</i></b>.	Собственно, он на это положил жизнь, чтобы его профессиональный и нравственный <b><i>авторитет</i></b> как камертон действовал.	4.0	4	4	4
21	авторитет	Вы даже не понимаете, что, изгоняя из своей среды разум и талант, выбирая сташковых в министры, вы участвуете в процессе, который тревожит вас же, -- партия теряет <b><i>авторитет</i></b>!	"С завидной эффективностью он проник в самое сердце голливудских интриг и даже стал высшим <b><i>авторитетом</i></b> в таких сложных вещах, как ""распределение риска"", ""пакетирование проектов"", ""коллатеральные доходы"" et cеtera."	3.3333333333333335	3	4	3
22	авторитет	Вот почему врач прав, когда говорит, что если будут возникать какие-то отрицательные моменты, которые станут снижать его <b><i>авторитет</i></b>, дискредитировать его как профессионала, он потеряет возможность влиять на людей.	"Отказываясь признавать <b><i>авторитет</i></b> старших товарищей по группе, он, тем не менее, страдает от отсутствия жизненного опыта и стабильных, устоявшихся ценностей, выдвигая взамен суррогатную модель ""типично мужского"" поведения, которой свойственны максимализм, поверхностность и ригидность вкупе с повышенной активностью и склонностью к агрессии."	4.0	4	4	4
23	авторитет	"Тем не менее, лидер партии, Балашов, как передал тот же источник, весьма определенно заявил, что он ""готовит мне ""Седан"" -- при содействии всех октябристов и правых и что после того заседания, которого он ждет с особенным наслаждением, мне не останется ничего иного, как уйти или окончательно, с первого же шага, лишиться всякого <b><i>авторитета</i></b> в Думе, что значит тоже уйти."	Его недавнее назначение министром обороны почти все связывают с желанием В. Путина реформировать армию и резко поднять ее <b><i>авторитет</i></b>.	4.0	4	4	4
24	авторитет	На основании сорокалетнего литстажа я могу сказать им, как высший <b><i>авторитет</i></b> в этом вопросе: если вы не избраны свыше, если шестикрылый серафим не произвел трансплантацию пылающего угля в ваши внутренности, как это произошло с пушкинским пророком, бегите от писательского ремесла, как от анчара, и да благо вам будет и да долголетни будете на земле.	"Она вскоре разрослась в целую группировку, которую в уголовной Москве окрестили ""Офицерами"" из-за ее <b><i>авторитетов</i></b>, присвоивших себе воинские кликухи, а также по большой концентрации в ней действительно бывших офицеров."	2.6666666666666665	1	4	3
25	авторитет	Профессионалы прежней генерации КГБ ни при каких обстоятельствах (кроме случайных перебежчиков) не купились бы на коррупционные подачки ублюдочных <b><i>авторитетов</i></b> и полуолигархов.	"Это, по мнению Арафата, подрывает их <b><i>авторитет</i></b> и ""принижает значение освободительной борьбы с израильской оккупацией""."	1.3333333333333333	2	1	1
26	авторитет	Я был в то время командиром отдельного корпуса, и потому подобное содержание ответа, отправленного к тому же без всякого шифра, невозможно было истолковать как-нибудь иначе, как умышленным подрывом моего <b><i>авторитета</i></b> в глазах армии и населения.	Беда была в том, что у А.Козырева не было достаточного <b><i>авторитета</i></b> в других государственных структурах, и это исключало возможность координации внешней политики с другими и, прежде всего, силовыми министерствами.	4.0	4	4	4
27	авторитет	Оно стало проводиться в войсковых частях с декабря 1924 года и имело непосредственной задачей: усилить единоличную ответственность и творческую инициативу командиров в строительстве вооруженных сил Союза, добиться большего единства в руководстве строевой и политической жизнью частей, ускорить рост политической квалификации командного состава и военной квалификации политсостава, вовлечь командира в круг вопросов политической работы, при одновременном увеличении роли и <b><i>авторитета</i></b> партийно-политических органов в частях Красной армии.	"На улице это делается грубо и как бы незаконно, в школе же ребятишки растлеваются изысканно, сладкими голосами, со ссылками на непререкаемый <b><i>авторитет</i></b> заграницы, по правилам и инструкциям ""передовых методов"", или утвержденных министерством образования, или отданных им на откуп местным просветителям."	3.3333333333333335	4	3	3
28	авторитет	<b><i>Авторитет</i></b> Гильбо был непререкаем и для них, но первым делом надо было снять с себя ответственность.	Когда он вышел, за ним тянулся шлейф серьезного <b><i>авторитета</i></b>. вечно норовящей пробраться к родильному ложу, чтобы причинить матери и дитю непоправимый вред.	2.6666666666666665	2	4	2
29	авторитет	Моральным <b><i>авторитетом</i></b> пользовались не партии, а Петербургский Совет.	Он был крупным художественным <b><i>авторитетом</i></b>, властью, но его внешность, манера речи, его склад мыслей, его культура абсолютно не соответствовали принятому среди властей стандарту.	3.3333333333333335	2	4	4
30	амбиция	Полковник покорился судьбе, но впал в <b><i>амбицию</i></b>: месяц беспробудно пил и от роты осталось чуть более половины.	То, что позволяет ей проявиться более отчетливо -- именно противоречие между <b><i>амбициями</i></b> блокбастера и образом-временем, не позволяющим их воплотить в жизнь до конца.	2.0	1	1	4
31	амбиция	Вы, я вижу, слишком умны и, может быть, не обижайтесь, несколько ленивы, чтобы предаваться <b><i>амбиции</i></b>.	Я обещала переполненной <b><i>амбициями</i></b> девушке свою поддержку в обмен на информацию.	3.3333333333333335	4	2	4
32	амбиция	Что-то от тебя убывает, от твоей <b><i>амбиции</i></b>.	-- У вас есть здоровые <b><i>амбиции</i></b> Вы уже пятый перед нами сидите и, как и все предыдущие, без <b><i>амбиций</i></b>, -- замечание Валерия Проха одному из собеседников.	3.6666666666666665	4	3	4
33	амбиция	С Нюшкой спутался -- муж, дурак, в <b><i>амбицию</i></b>.	Но виновато было не начальство, а мы с Михаилом, забывшие о том, что никогда, ни при каких обстоятельствах, нельзя ставить во имя сомнительных открытий и легкомысленных <b><i>амбиций</i></b> под угрозу жизни людей, за которых отвечаешь.	3.0	2	4	3
34	амбиция	Ныне, как и тогда, высокомерные <b><i>амбиции</i></b> Запада могут подвергнуть риску хрупкую российскую демократию.	Как военный стратег, Иванов, на мой взгляд, оказался человеком посредственных способностей, но с большими <b><i>амбициями</i></b>.	4.0	4	4	4
35	амбиция	А главное, что подогревает <b><i>амбиции</i></b>, -- она на хорошем счету у начальства, поскольку подняла бумажно-воспитательную работу школы на головокружительную высоту.	Красивый жест -- это часто способ потешить свое тщеславие и <b><i>амбиции</i></b>.	4.0	4	4	4
36	амбиция	У Кулигина нет <b><i>амбиций</i></b> Очевидно, нет.	Для тех, кто задает сегодня в театре тон и моду, авторитет классиков -- лишь ширма для личных <b><i>амбиций</i></b>.	4.0	4	4	4
37	амбиция	"Так что же -- опять звать варягов Чтобы они переняли штурвал из рук полушкиных и сташковых Не позвать ли из-за рубежа министра путей сообщения Долго ли нам читать о ""некомпетентности отдельных чиновников и целых ведомств"" Долго ли слушать на съездах, пленумах и сессиях, как эти голосистые чиновники, ставшие депутатами или делегатами, одергивают журналистов, каждого, кто старается помочь несчастному народу, взнузданному сташковыми Что такое ""некомпетентность отдельных чиновников"" Это туман классовой <b><i>амбиции</i></b>, тупости и необразованности, мешающий сташковым разбираться в причинах и следствиях."	"Чувство ответственности взяло верх над личными <b><i>амбициями</i></b>""."	4.0	4	4	4
38	амбиция	"Сейчас Идея и ее активный пропагандист ""Курьер"" становится реальной опасностью не только для <b><i>амбиций</i></b> наших мастодонтов, как ты их называешь, но и для самого существования государства и нашей демократии."	Космополит с глубокой русской душой едва ли не сильнее любит наслаждаться жизнью, однако <b><i>амбиции</i></b> победителя удерживают его наклонности в пределах, совместимых с его карьерой.	4.0	4	4	4
39	амбиция	Интеллигентный слой того времени был уже, компактней, замкнутей, с известными даже сословными <b><i>амбициями</i></b>, но и с замечательной традицией честности, порядочности, семейной морали, уважения к делу, сознания своей просветительской миссии, со своим кругом чтения и обязательным демократизмом и народолюбием.	Нечто подобное наблюдается и в возрастной психологии -- в сорок лет (особенно это относится к мужчинам) у человека очень много <b><i>амбиций</i></b>, есть желание работать день и ночь, ставить перед собой трудные цели, а вот здоровье уже начинает подводить.	3.0	4	4	1
40	амбиция	Ниточка потянулась к фантастическому маркизу Труайя, к несчастному господину Колесникову, к вислоусому Свербееву, снова -- к Афанасию, копирующему дневники князя, и, наконец, замкнулась на вечернем визите поручика Катакази, с которым была связана давняя денежная история, какие-то пустяковые триста рублей, намеки, недомолвки, опять же ассигнации, от которых неродовитые поручики, страдающие неприязнью к аристократам, не могут отказаться и берут деньги наперекор клокочущей <b><i>амбиции</i></b>.	Есть и молодые, но узнаваемые в обществе люди, разные, со своим менталитетом и <b><i>амбициями</i></b>.	3.0	1	4	4
41	амбиция	Один из болельщиков понахрапистей -- некий Фролов, бывший токарь, явно обиженный разговором, который, по мнению Глеба, был выше его понимания, вдруг перевел дискуссию в общую плоскость, где буйствует хаос <b><i>амбиций</i></b> и теряется всякая конкретность.	Мало чем отличается в этой связи и объект нашего внимания -- социальная установка: те же <b><i>амбиции</i></b>, надежды, разочарование и забвение.	4.0	4	4	4
42	амбиция	Это говорит не о злодействе людей, а об их тайных <b><i>амбициях</i></b>.	Да ещё их <b><i>амбиции</i></b>, сюда же -- попытка перешагнуть через Наш Локомотив!	3.0	4	2	3
43	амбиция	Социальные <b><i>амбиции</i></b> моей матери не могли допустить его хотя бы в мою комнату, где был лишний диван. Алексей был призван в армию.	"А то, что в поставляемый комплект не входило оборудование для извлечения оружейного плутония из отработанных топливных стержней иракского реактора, во Франции были готовы посчитать стопроцентной гарантией, что за сделкой по покупке реактора не кроется никаких ""ядерно-оружейных"" <b><i>амбиций</i></b>."	3.3333333333333335	2	4	4
44	амбиция	* * * Народ -- это население с <b><i>амбициями</i></b>.	Синдрома, при котором <b><i>амбиции</i></b> не подкреплены ни здравым смыслом, ни адекватными представлениями о собственных интересах России.	4.0	4	4	4
45	амбиция	Потому батальонный, подполковник Снегирев, начальник был с <b><i>амбицией</i></b>: чтоб всех ахтеров-плотников-плясунов только из его первых четырех рот и набирали.	За ним во власть устремились генералы и адмиралы с <b><i>амбициями</i></b> пожиже.	4.0	4	4	4
46	амбиция	Мне, говорит, сейчас всю <b><i>амбицию</i></b> в кровь разбили.	И сам этот случай поминал он теперь на планерках в основном как пример бездарной траты банковских средств -- ради удовлетворения личных <b><i>амбиций</i></b> некоторых горе-руководителей.	2.3333333333333335	2	3	2
47	амбиция	"Еще два года назад в связи с предполагавшимся участием этих художников в международной выставке в Чикаго писалось с сарказмом: ""Маленький несмышленыш, убогое дитя <b><i>амбиций</i></b> ныне заявляет права ни больше ни меньше, как на представительство на мировой арене именем Советской страны."	-- Основания -- личные <b><i>амбиции</i></b>, личная неприязнь.	4.0	4	4	4
48	амбиция	Вольфсберговцы разбросаны теперь по всей Западной Германии и Австрии от Гамбурга до Клагенфурта, узнают друг друга с первых же слов, не имеют никаких политических <b><i>амбиций</i></b> и объединений, но в некоторых центрах открыто встречаются за стаканом вина и при случае помогают друг другу и семьям погибших морально и материально.	Примаков действует в рамках этой роли вполне успешно -- он равно удален ото всех политических центров, со всеми держится одинаково ровно и не выказывает лишних <b><i>амбиций</i></b>.	3.6666666666666665	4	3	4
49	амбиция	С другой стороны перед нами Япония, чей народ является столь же языческим, как древние обитатели Средиземного моря; люди, которые всегда склонны рассуждать терминами настроения и повиноваться обстоятельствам; чрезвычайно сложный народ, полный древнего страха и новой <b><i>амбиции</i></b>, обостренно чуткий ко всем формам красоты, духовным ценностям и эмоциональным порывам; люди, которые, оказавшись перед гордиевым узлом, всегда предпочтут не разрубать его, но завязать вокруг него новый, более крупный, и таким образом скрыть его из виду.	Это личные <b><i>амбиции</i></b> тех, от кого зависят политические решения.	3.3333333333333335	4	3	3
50	амбиция	И все-таки прославился он не стихами, а умением работать с молодежью, терпеливо и последовательно, шаг за шагом, невзирая ни на какую идеологическую конъюнктуру, превращать вздорных молодых людей с определенными <b><i>амбициями</i></b> и неопределенными способностями -- в профессиональных поэтов.	Правда, фраза о фантастическом авантюрном романе -- одинокое свидетельство его творческих <b><i>амбиций</i></b>.	3.6666666666666665	4	3	4
51	амбиция	Мы маленькие люди, несмотря на нашу <b><i>амбицию</i></b>; нас легко приструнить, обратить в трепет; правда, против оскорблений мы восстаем, и гневно размахиваем чистыми руками, и совесть призываем в свидетели -- вот и все наше оружие.	Но за окнами, товарищи, разбуженная жизнь с ее реальными проблемами, печалями и радостями, с надеждами, <b><i>амбициями</i></b>, равнодушием.	3.3333333333333335	3	3	4
52	амбиция	У этих каменных гигантов свои повадки, свои радости и тревоги, своя <b><i>амбиция</i></b>, свое кирпичное самолюбие.	Ничего стоящего из этого не получалось, но <b><i>амбиции</i></b> тщеславного любителя были удовлетворены.	2.6666666666666665	3	2	3
53	амбиция	"Нам вот это важно: наше собственное ""я"", наши собственные <b><i>амбиции</i></b>, наша собственная личная жизнь, наше мельтешение в течение семидесяти -- восьмидесяти лет, пока мы здесь пребываем."	Чтобы умерить политические <b><i>амбиции</i></b> М.Б. Ходорковского, решили обратиться к делам 9-летней давности.	4.0	4	4	4
54	амбиция	Статус джентльмена, как и владение землей, был вершиной человеческих <b><i>амбиций</i></b>.	-- Обстоятельства складываются таким образом, -- начал Изя, -- что вынуждают нас забыть о личных обидах и <b><i>амбициях</i></b>.	3.6666666666666665	4	3	4
55	амбиция	Сплошной guesswork, конъюнктуры, ошибочные предсказания, parti-pri и личные <b><i>амбиции</i></b>.	Да и однажды наступит момент, когда базовой мощности будет не хватать для удовлетворения <b><i>амбиций</i></b>.	4.0	4	4	4
56	амбиция	"Так, Станиславский был народным артистом и имел один орден Ленина, зато пользовался уважением коллег и широкой публики не в пример иным нынешним последующим ""генералам"" от режиссуры, ставшим либо Героями страны, либо ее миллионерами: и талантами пожиже, и <b><i>амбициями</i></b> побольше."	Можно представить, как воспарил Толстой, с его <b><i>амбициями</i></b> и тщеславием, во время своей кремлевской свадьбы.	3.3333333333333335	4	3	3
57	амбиция	"Сколько-нибудь выделялся только студент университета Котлецов, -- неимоверно развязный, поверхностный, любитель дешевых шуток и острот, из тех, про которых говорят: ""на грош амуниции, на рубль <b><i>амбиции</i></b>""."	И образ этот отделен от авторских <b><i>амбиций</i></b> художников и от индивидуального субъективного восприятия.	2.3333333333333335	3	3	1
58	амбиция	Да и расстояние между беспредельной <b><i>амбицией</i></b> и неистовой набожностью тоже, как правило, не слишком велико.	"Споры вокруг украинской революции, тот неожиданный накал, почти ненависть, которую выражали многие европейские интеллектуалы по отношению к России и ее ""украинских <b><i>амбициям</i></b>"", показали, что Россия никогда не будет принята Европой такой, какая она есть."	4.0	4	4	4
59	амбиция	Я понимал, что это лукавый маневр, да и она видела, что я это понимаю, но, гася готовую разгореться искорку уязвленной мужской <b><i>амбиции</i></b>, принимала тон доброго друга, у которого как будто и нет пола.	"На пресс-конференции ""Интерфакса"", следующим днем после широкообъявленных ностальгических репетиций ""народных действий по взятию Кремля"", он неожиданно обозначил свои президентские <b><i>амбиции</i></b>."	2.6666666666666665	3	4	1
60	апостол	"<b><i>Апостол</i></b> говорит: ""Если бы писать о том (что сотворил Иисус) подробно, то, думаю, и самому миру не вместить бы написанных книг"" (Ин. 21, 25)."	Я говорил о том, как это выражается в личностях людей, только что дал вам пример <b><i>апостола</i></b> Павла, но, кроме того, это выражается и иным образом.	4.0	4	4	4
61	апостол	"После чтения ""<b><i>апостола</i></b>"" вышли к плащанице три певца в синих кафтанах."	А они до этого многократно произносились и <b><i>апостолом</i></b> Павлом, и Паскалем, и Достоевским, и Бердяевым, и тем же Ильиным.	1.0	1	1	1
62	апостол	И не плоть и кровь, но Отец небесный открыл, что Он есть Сын Бога живого, ап. Петру (Мф.16.16-17).	С другой стороны, помнится, святой Иустин Философ говорит, что достаточно было бы причаститься один раз в жизни, потому что, как говорит <b><i>апостол</i></b> Павел, дары Божии неотъемлемы (Рим 11:29).	4.0	4	4	4
63	апостол	"Только одна ""левая"" часть этого большинства прославляет его -- как защитника народа и обличителя богатых и властвующих, как просвещенного гуманиста, революционера: отсюда и утверждается за ним титул ""мировой совести"", ""<b><i>апостола</i></b> правды и любви""..."	Фигуры <b><i>апостолов</i></b>.	1.6666666666666667	1	2	2
64	апостол	В христианской Церкви П. -- праздник сошествия Духа Божия на <b><i>апостолов</i></b>.	Обращение сотен людей, как бы поддерживаемое множеством святых и небесной литургией <b><i>апостолов</i></b>, сконцентрированное в молитве Богородице, выступающей заступницей нового народа и его столицы, достигает изображённых на сводах и куполах небесных сфер и распространяется над всем пространством.	4.0	4	4	4
65	апостол	Господь послал Своего Духа на святых <b><i>апостолов</i></b>, на Матерь Божию, на тех, кто был членом Церкви.	"<b><i>Апостол</i></b> Павел, лично для себя избравший девство и призывавший подражать ему в этом (1 Кор 7:8), тем не менее осуждает ""лицемерие лжесловесников, сожженных в совести своей, запрещающих вступать в брак"" (1 Тим 4:2-3). 51-е <b><i>Апостольское</i></b> правило гласит: ""Если кто ... удаляется от брака ... не ради подвига воздержания, но по причине гнушения, забыв ... что Бог, созидая человека, мужа и жену сотворил их, и таким образом, хуля, клевещет на создание, -- или да исправится, или да будет извержен из священного чина и отвержен от Церкви""."	4.0	4	4	4
66	апостол	"Постановление сделано и послано христианам из язычников в Антиохии, Сирии и Киликии от имени ""<b><i>апостолов</i></b>, пресвитеров и братий"", т. е. от всего Собора, а не от имени только <b><i>апостола</i></b> Петра (Деян."	* 12 октября в ходе боестолкновений в провинции Анбар были убиты рядовой 1 -го класса штабной группы 1 -и экспедиционной дмп (Кэмп-Пендлтон, штат Калифорния) и капрал 1 -го батальона 7-го полка 1 дмп (Твентинайн-Папмз, Калифорния), в Багдаде -- капрал 2-го дивизиона 17 ап 2 пд, а в провинции Бабил -- младший капрал 2-го батальона 24-го полка 4-й дивизии резерва МП (г. Чикаго, Иллинойс).	2.5	4	1	
