	word	sent1	sent2	mean	annotator1	annotator2	annotator3
25	авторитет	В вопросе научном, в освобождении мысли от угнетавшего ее <b><i>авторитета</i></b>, славяне не принимали деятельного, активного участия.	Егерь понарошку обиду изображает, в претензию ударяется, он-де свое дело и задачу понимает досконально, к нему-де и поважней лица заезжали, да эких обид не учиняли и <b><i>авторитет</i></b> не подрывали.	4.0	4	4	4
26	авторитет	Нетрудно, конечно, согласиться, что если б возможен был такой идеальный воспитатель, то безусловное, слепое следование его <b><i>авторитету</i></b> не принесло бы особенного вреда ребенку (если не считать важным вредом замедление самостоятельного развития личностей).	Анаксагор с его гомеомериями и Демокрит с его атомами часто приводятся им как <b><i>авторитеты</i></b>.	2.3333333333333335	4	2	1
27	авторитет	"""На Чрепайском совещании, -- пишет Д. Маковицкий, -- греко-католический священник М. Матейч сказал: ""Назаренство не отрицает христианства, но лишь <b><i>авторитет</i></b> государства""."	Но нужен, Август Иванович, ваш <b><i>авторитет</i></b>.	2.6666666666666665	3	1	4
28	авторитет	"Об ""<b><i>авторитете</i></b>"" упоминается как о чем-то поруганном, посрамленном, погубленном."	А как И вдруг стало ясно, что поскольку Мукасеев является для всех без исключения учеников высшим нравственным <b><i>авторитетом</i></b> на все случаи жизни, то к кому, как не к нему, должна кинуться наша героиня, когда она поймет, что школа, дорожа своей репутацией, не хочет возвращать в музей гусиное перо Тютчева.	2.6666666666666665	2	3	3
29	авторитет	"""Васенька"" горяченький, Байдаров, напротив, не теряет самообладания и любит холодно и оскорбительно-вежливо унизить человека, который не признает его <b><i>авторитета</i></b> и уже потому заслуживает высокомерного отношения."	Конечно, немалую роль здесь сыграл личный <b><i>авторитет</i></b> Шаумяна.	4.0	4	4	4
30	амбиция	Итак, чтобы покончить с этим предметом, прошу Вас, друг мой, никогда не опасаться задеть мою авторскую <b><i>амбицию</i></b>.	Разговор, конечно, бессмысленный и бесполезный, но наведший все на те же размышления: о Церкви, о Православии, о той мелочной и даже злобной каше интриг, самолюбий, <b><i>амбиций</i></b>, эгоцентризмов, в которой приходится в Церкви жить.	3.6666666666666665	4	3	4
31	амбиция	"Я припоминаю эти стишки, но не все: ""Вильде со скалкой, Садовский с палкой, Жандармы, полиция, Островский с <b><i>амбицией</i></b>""."	Говорун полез было в <b><i>амбицию</i></b>, но я показал ему указательный палец и засадил чистить лук.	2.0	1	2	3
32	амбиция	Для нас, русского люда, достоверно лишь то, что обе эти принадлежности развитой общественной жизни выдуманы не на берегах Волги, Днепра и Дона; публикация прикатила к нам вместе с первым кораблем, в одном и том же тюке, где заключались цивилизация, аттестация, рекомендация, <b><i>амбиция</i></b>, градация, генерация, вариация, грация, репутация, нотация, экскузация, профанация, мистификация, традиция, эрудиция, композиция, кондиция, конкуренция, сентенция, протекция и многое множество всяких акций, анций, инций и енций, содействующих обогащению отечественного языка; вывеска же приехала с зимним обозом натяжеле.	Однако логика развития науки, да и всей культуры в целом, подчас не считается с личными <b><i>амбициями</i></b>.	3.0	3	4	2
33	амбиция	Смотритель был с <b><i>амбицией</i></b>.	Этому замечательному человеку суждено было сыграть в нашем театре важную и прекрасную роль мецената, умеющего не только приносить материальные жертвы искусству, но и служить ему со всей преданностью, без самолюбия, без ложной <b><i>амбиции</i></b> и личной выгоды.	3.6666666666666665	3	4	4
34	амбиция	"Поручик, еще весь потрясенный непочтительностию, весь пылая и, очевидно, желая поддержать пострадавшую <b><i>амбицию</i></b>, набросился всеми перунами на несчастную ""пышную даму"", смотревшую на него, с тех самых пор как он вошел, с преглупейшею улыбкой."	"Имелись ли в виду недавние события в Польше и демонстрация ""братства по оружию"" на совместных с немцами парадах в Бресте и других городах, после того как вермахт и Красная Армия встретились на заранее обусловленной линии Или же то был намек на тяжелые потери советских войск в снежных просторах Финляндии А может, Сталин думал уже о будущих совместных с Гитлером акциях по разделу глобальных сфер интересов Нельзя исключать подобные <b><i>амбиции</i></b> ""вождя народов""."	1.0	1	1	1
35	амбиция	Хоть с генеральскими детьми поводиться, так и тем на ногу себе наступить не позволит, потому я первым делом наблюдаю, чтобы в моих детях эта благородная <b><i>амбиция</i></b> была; как сам я, сударыня, моему императору майор, в штаб-офицерском ранге числюсь, так уж и желаю вполне, чтобы мои дети достоинство родительского звания соблюдали.	Он уж, поди, и сам был не рад, что такая идея ему пришла, но команда отдана, отменить -- <b><i>амбиция</i></b> не позволяла.	4.0	4	4	4
36	амбиция	Ну, а старуха тоже была властная, с <b><i>амбицией</i></b>, перекоров не любила, и хочь, поначалу, и не подаст виду, что ей всякое слово известно, однако при первой возможности возместит беспременно: иная вина и легкая, а у ней идет за тяжелую; иной сестре следовало бы, за вину, сто поклонов назначить, а она на цепь посадит, да два дни не емши держит.	"А она в <b><i>амбицию</i></b>: ""Вы, кричит, китайскому посланнику небось не сказали бы, что он умный человек, да жаль, что косоглаз, а женщине смеете Вон из моей комнаты!"""	2.6666666666666665	3	2	3
37	амбиция	Конечно, я себя уронил и <b><i>амбиция</i></b> моя пострадала, но ведь этого никто не знает из посторонних-то, никто, кроме вас, не знает; ну, а в таком случае это все равно что как бы его и не было.	"Сколько-нибудь выделялся только студент университета Котлецов, -- неимоверно развязный, поверхностный, любитель дешевых шуток и острот, из тех, про которых говорят: ""на грош амуниции, на рубль <b><i>амбиции</i></b>""."	3.6666666666666665	3	4	4
38	амбиция	"Он не лишен и <b><i>амбиции</i></b>, но она удовлетворяется тоже довольно легко; он раз, например, выпил неосторожно, дебошу наделал, по его словам, и после того пишет к Вареньке, утешая ее: ""Вы, говорит, обо мне не беспокойтесь; спешу вам объявить, что <b><i>амбиция</i></b> моя мне всего дороже, и уведомляю вас, что из начальства еще никто ничего не знает, да и не будет знать, так что они все будут питать ко мне уважение по-прежнему""."	Кот, к примеру, и тот с одной <b><i>амбицией</i></b> прыгать не стал.	2.3333333333333335	4	1	2
39	амбиция	Он вошел в <b><i>амбицию</i></b> и уже по своей ограниченности сейчас же заговорил об отставке, без сомнения, для него вовсе нежелательной.	Вот на каких серьезных дрожжах замешаны страсти, бурлящие вокруг крупных изобретений, -- не на одних личных выгодах или <b><i>амбициях</i></b>.	3.6666666666666665	4	4	3
40	амбиция	Два эти нахала оказались какими-то ясновельможными панами, которые не только признавали себя вправе ругать русского чиновника и нарушать распоряжение генерал-губернатора, но вломились в <b><i>амбицию</i></b> на меня, что я смел им сделать замечание, и пожаловались Валуеву.	-- А деда не жалко Старик погорячился, а ты сразу в <b><i>амбицию</i></b>.	4.0	4	4	4
41	амбиция	Из Софии телеграфируют: При приеме во дворце депутации от народного собрания с ответным адресом, князь прочел строгую нотацию по адресу депутатов, слишком много занимающихся на собрании разглагольствованием и вопросами личной <b><i>амбиции</i></b>, вместо обсуждения полезных для народа дел.	"Но было бы совсем неладным делом теперь, когда я вижу, что я ошибся, впадать в <b><i>амбицию</i></b> (как это, увы, делаешь ты) и осуществлять своё право главного ""наплевать и забыть"" и печатать вещь."	2.3333333333333335	3	2	2
42	амбиция	-- Я и внимания не хочу обращать, потому честь и <b><i>амбицию</i></b> свою несравненно выше того полагаю.	Россию уже рвут на куски и разорвут окончательно, если мы, русские офицеры, не найдем в себе сил избавиться от личных симпатий и антипатий, <b><i>амбиций</i></b> и уязвленного самолюбия.	3.0	2	4	3
43	амбиция	Вестовой Лаврюшка и слышал, как старший офицер вломился в <b><i>амбицию</i></b> и пригрозил, что спишется по болезни с клипера на берег и возвратится в Россию.	Банкиры и сверхбогатые бизнесмены-олигархи уже открыто демонстрируют свои <b><i>амбиции</i></b>.	1.6666666666666667	3	1	1
44	амбиция	Это уж вы, матушка, других поищите, а меня при моей <b><i>амбиции</i></b> покорнейше прошу оставить.	Он страстно захочет знать секрет, но <b><i>амбиция</i></b> не позволит поинтересоваться.	3.3333333333333335	3	4	3
45	амбиция	Селифан немножко ломался, желая для виду и <b><i>амбицию</i></b> свою несколько показать.	И все-таки прославился он не стихами, а умением работать с молодежью, терпеливо и последовательно, шаг за шагом, невзирая ни на какую идеологическую конъюнктуру, превращать вздорных молодых людей с определенными <b><i>амбициями</i></b> и неопределенными способностями -- в профессиональных поэтов.	3.3333333333333335	4	3	3
46	амбиция	"В обществе он держал себя так тактично, что многие стали было сомневаться: уж точно ли правда, будто князь только Менелай, ""муж своей жены"" не настоящий ли он ее глава и повелитель Словом, князь сумел и жене угодить, и соблюсти свою <b><i>амбицию</i></b>."	"""Интересно, -- думал он, борясь с кашлем и глухим раздражением, -- если позволить им высказаться, что они наговорят Они, -- подумал он обо всех, -- считают, что я из <b><i>амбиции</i></b> не заключаю спасительного мира."	3.0	4	3	2
47	амбиция	Дворянская <b><i>амбиция</i></b> в нем заговорила.	Сережа -- в <b><i>амбицию</i></b>.	2.6666666666666665	3	1	4
48	амбиция	А того и не знали, что приданое было на мой счет сделано, но суждения их тешили мой гонор и <b><i>амбицию</i></b>.	Вообще-то мне было все равно, мои <b><i>амбиции</i></b> лежали в других областях культурной жизни, но такой явной неправды я вынести не могла, -- все-таки я, рискуя своей свободой, за десять бессонных ночей расшифровала, отредактировала и переписала собственной рукой сотни страниц.	4.0	4	4	4
49	амбиция	-- Так что ж нам трынка-то важность, что ли -- вломился вдруг в <b><i>амбицию</i></b> солдат.	На его плечи легла основная тяжесть всего нашего исторического пути, всех имперских <b><i>амбиций</i></b>, догматизма, авантюризма во внешней, во внутренней политике -- за все пришлось расплачиваться народу.	1.6666666666666667	1	3	1
50	амбиция	Как теперь видится мне мрачный и ветхий дом с мезонином, полиняло-желтого цвета, с неизбежными алебастровыми украшениями на фасаде и чуть ли даже не с какими-то зверями на плачевно-старых воротах, дом с явными претензиями, дом с дворянской <b><i>амбицией</i></b>, дом, в котором началось мое сознательное детство.	Вольфсберговцы разбросаны теперь по всей Западной Германии и Австрии от Гамбурга до Клагенфурта, узнают друг друга с первых же слов, не имеют никаких политических <b><i>амбиций</i></b> и объединений, но в некоторых центрах открыто встречаются за стаканом вина и при случае помогают друг другу и семьям погибших морально и материально.	3.6666666666666665	4	4	3
51	амбиция	Подумывал пойти к нему и по-братски поискать с ним примирения, но <b><i>амбиция</i></b> запрещала мне унижаться и кланяться перед ним.	Потому батальонный, подполковник Снегирев, начальник был с <b><i>амбицией</i></b>: чтоб всех ахтеров-плотников-плясунов только из его первых четырех рот и набирали.	3.6666666666666665	3	4	4
52	амбиция	Тоже свою <b><i>амбицию</i></b> соблюдает.	У этих каменных гигантов свои повадки, свои радости и тревоги, своя <b><i>амбиция</i></b>, свое кирпичное самолюбие.	4.0	4	4	4
53	амбиция	-- Могли, значит, кроме его, еще и другие лица видеть -- мелочной сиделец, например, -- и ежели на повальном обыске окажется, что точно заприметили этих шведочек, то, я вам доложу-с, -- для вашей <b><i>амбиции</i></b> мораль подозрительная может произойти.	Посещение наших клиентов было заранее строго распределено: сначала посещали более именитых, делали это, чтобы не обидеть их <b><i>амбицию</i></b> посещением ранее клиента, который в общественном положении среди бухарского купечества считался рангом ниже, если бы мы допустили это, то тем могли испортить свои деловые отношения, из-за этого приходилось часто быть на улицах и базарах, на которых мы уже были, но не зашли в первый раз к клиенту вследствие его недостаточной популярности.	3.0	4	2	3
54	амбиция	"Домине, как мы по-иностранному называли, они не могли выговорить, потому что не учились иностранным языкам; паном, как его звали батенька, не хотели от благородной <b><i>амбиции</i></b> и говорили: ""Как же вас (то есть батеньку) величать, когда школяр будет пан"" Всей же фамилии ""Галушкинский"" не могли выговорить, потому что, не знав российской грамоты, не могли понять, отчего оно четырехсложное; а чтоб разобрать, что ""Галушкинский"" есть часть речи, и именно имя, и отличить: существительное ли оно, прилагательное, нарицательное, собирательное, -- куда!"	"Ср. с этим характеристику ""бедного человека"" (стр. 97) и постоянные указания на ""<b><i>амбицию</i></b>"". отирал он своею полою"") и др."	3.3333333333333335	3	3	4
55	амбиция	-- И ушла я, рассерженная, что вечер пропал даром; да и обидно мне было, что он такой бесчувственный: ведь тоже своя <b><i>амбиция</i></b> у нас в этом.	-- Ну, ладно, <b><i>амбицию</i></b> к черту.	4.0	4	4	4
56	амбиция	Ты, Ульяна Митревна, уж снисходи ко мне, -- пожалей маленько, если при людях, в таком разе, нагрублю тебе, не взыщи: не я грублю, <b><i>амбиция</i></b> грубит.	А у него, Эда, есть <b><i>амбиции</i></b> Есть.	4.0	4	4	4
57	амбиция	Гимназистик вломился было в <b><i>амбицию</i></b>, но старовер не допустил разгореться порывам мальчика.	"Развитие капиталистических отношений и политические <b><i>амбиции</i></b> промышленной буржуазии, с одной стороны, выход пролетариата на политическую арену и рост требований всеобщего избирательного права, с другой, -- вот что побудило титулованную знать стать ""аристократией с открытой дверью"", пожертвовать своей былой монополией в Вестминстере и Уайтхолле."	2.0	1	3	2
58	амбиция	Кабы у тебя <b><i>амбиции</i></b> было хоть на волос, то на смех им надобно бы...	-- Больно злопамятны, неужели полностью удовлетворены рабочей силой -- Там полностью, не полностью, а у нас тоже своя <b><i>амбиция</i></b>.	3.6666666666666665	3	4	4
59	амбиция	Из <b><i>амбиции</i></b> этого не сделает, а деревни все родовые.	"Оно по-прежнему оставалось своего рода духовно-рыцарским суверенным государством во главе с гроссмейстером, которого титуловали ""ваше преимущественное величество"", но стали иными цели и политические <b><i>амбиции</i></b>."	3.3333333333333335	3	4	3
60	апостол	<b><i>Апостол</i></b> Иоанн, рассказывают, в глубокой старости говорил только: дети, любите друг друга.	И <b><i>апостол</i></b> Павел, когда понял, о чем говорит Спаситель, воскликнул: Итак, я буду хвалиться -- то есть радоваться -- только на свою немощь, так чтобы все было сила Господня.	4.0	4	4	4
