data	avg_judgment_no	kri_full	kri_annotator2,mean_others	kri_annotator1,mean_others	kri_annotator1,annotator2	kri_annotator0,mean_others	kri_annotator0,annotator2	kri_annotator0,annotator1	kri2_full	kri2_annotator1,annotator2	kri2_annotator0,annotator2	kri2_annotator0,annotator1	spr_mean_weighted	spr_mean	spr_annotator2,mean_others	spr_annotator1,mean_others	spr_annotator1,annotator2	spr_annotator0,mean_others	spr_annotator0,annotator2	spr_annotator0,annotator1	ham_mean_weighted	ham_mean	ham_annotator2,mean_others	ham_annotator1,mean_others	ham_annotator1,annotator2	ham_annotator0,mean_others	ham_annotator0,annotator2	ham_annotator0,annotator1	overlap_annotator1,annotator2	overlap_annotator0,annotator2	overlap_annotator0,annotator1	judgments_annotator0	judgments_annotator1	judgments_annotator2	judgments_total	judgment_1.0	judgment_2.0	judgment_3.0	judgment_4.0	judgment_0.0
век	3.0	0.35957093306343724	0.5565193812841384	0.40849932282892354	0.4712118642014199	0.3470455940621687	0.42549965122979405	0.18049534655890265	0.4308488281207965	0.5119015652915716	0.4973636286421693	0.2831491420870941	0.34988966632569296	0.351864012136799	0.5762644270209285	0.3913401830071518	0.4663789693698089	0.36415479123246625	0.4110914862811227	0.17812158075946552	0.5568181818181818	0.5567049808429119	nan	nan	0.5172413793103448	nan	0.5862068965517242	0.5666666666666667	29	29	30	30	30	29	90	15	6	13	55	0
верховье	3.0	0.525024515350381	0.5913790325179671	0.3893243267392198	0.4039115646258503	0.6179109869466788	0.6911793214862682	0.4628654434250765	0.7436539867875929	0.7034950139033662	0.8211864084460114	0.7092243565322514	0.5204257259494919	0.5204257259494919	0.5912204688405569	0.4151334457887624	0.40073001246897955	0.6296568878434234	0.6848570537258983	0.4756901116535978	0.7777777777777777	0.7777777777777777	nan	nan	0.7666666666666666	nan	0.8	0.7666666666666666	30	30	30	30	30	30	90	3	2	13	72	0
возраст	3.0	0.19301068271785693	0.1731149349216854	0.11413171449595294	0.178439479665361	0.0666620613429123	0.37830842538444887	0.047744706965326955	0.5556594053417478	0.49391952006830475	0.7287569247978802	0.4524472752780848	0.2257236512944112	0.22572365129441122	0.21785240070151748	0.09384892526866884	0.19742881324559716	0.17994918071344362	0.38437110679803665	0.09537103383959981	0.6888888888888889	0.6888888888888888	nan	nan	0.6333333333333333	nan	0.7666666666666666	0.6666666666666667	30	30	30	30	30	30	90	2	4	13	71	0
вызов	3.0	0.6824175805697643	0.7195323164898477	0.6720952995589975	0.6291605456453305	0.755433689503457	0.744706413730804	0.6748218050396546	0.6272967037420274	0.5539132739839332	0.6939505241890627	0.6372134543840764	0.675416335143822	0.6754163351438222	0.7369541141627087	0.6863671743885963	0.6223758714717128	0.7563068164712553	0.7319911463258088	0.6718819876339447	0.6444444444444444	0.6444444444444444	nan	nan	0.6333333333333333	nan	0.7	0.6	30	30	30	30	30	30	90	49	8	8	25	0
головка	3.0	0.5294720293890784	0.5307296122041631	0.5138629056718229	0.4569984108065157	0.600270718559327	0.5363890452072781	0.6041581632653061	0.5552556753362912	0.49356962224431045	0.5651491069594881	0.6218409630880053	0.5371351127936863	0.5371351127936864	0.5171574135213165	0.5676489603282611	0.45779655225934124	0.5915546384766688	0.5330654987579233	0.6205432873637946	0.6444444444444444	0.6444444444444444	nan	nan	0.6333333333333333	nan	0.6	0.7	30	30	30	30	30	30	90	60	10	9	11	0
грех	3.0	0.41035304608435963	0.5826662639077682	0.3854350977157994	0.41370832001704483	0.4924520122590532	0.5387396415909653	0.2763369495851947	0.4703768837281641	0.48297636897156104	0.5878135728809455	0.3352934338491518	0.3991488421756455	0.3991488421756455	0.6044046890265735	0.3817949969024121	0.4043871090390364	0.4663976978775724	0.5286741358116709	0.2643852816762292	0.47777777777777775	0.4777777777777778	nan	nan	0.5	nan	0.4666666666666667	0.4666666666666667	30	30	30	30	30	30	90	17	11	18	44	0
дух	3.0	0.42238553858212446	0.4066952949962659	0.366264482863209	0.3349249323160227	0.4791396393185544	0.5399241922425848	0.40378363710969034	0.46808577636807613	0.37878143455476254	0.5804796290814151	0.45776564218822957	0.43110479647123956	0.43110479647123956	0.4532248081566337	0.35448747827742305	0.330248177132426	0.5100339629642339	0.5365301415016221	0.42653607077967065	0.6	0.6	nan	nan	0.5666666666666667	nan	0.6333333333333333	0.6	30	30	30	30	30	30	90	62	9	9	10	0
дядька	3.0	0.2010806391100467	0.14427234042553194	0.23863533571810358	0.021825244985181014	0.3834845354651336	0.300031573825816	0.2715378148543345	0.2456284057563285	0.03691101238250383	0.37850499096996226	0.3003066497378061	0.18964482540097927	0.18890743744417257	0.17432917071782977	0.21180526270543656	0.02613828734501899	0.3759617346030165	0.28678644734433445	0.2537975776431642	0.40909090909090906	0.4095785440613027	nan	nan	0.3448275862068966	nan	0.5172413793103448	0.3666666666666667	29	29	30	30	30	29	90	18	9	14	48	0
дядя	3.0	0.2673325839150801	0.4405053881555273	0.21200083848653184	0.5215381088241288	0.21341883802624229	0.29798004262739786	0.08641975308641991	0.4243016462933855	0.6871282350429231	0.4385295694451311	0.2113881529340399	0.3071750428855775	0.31004556326755256	0.5523179294324125	0.21792767081238823	0.5074947759591626	0.2068133535141174	0.3565905830438235	0.06605133079967164	0.5764705882352941	0.577175697865353	nan	nan	0.7142857142857143	nan	0.5	0.5172413793103448	28	28	29	29	29	28	87	11	3	13	59	0
железо	3.0	0.6310587216963985	0.6632926183613115	0.7722226780720288	0.6519762577946473	0.7105810767191588	0.5332207710886484	0.7243557194115623	0.5936621861898297	0.6135628346326719	0.47494883984239744	0.7004126779872439	0.6371207408969297	0.6361080050382837	0.6670533451421804	0.7879761691587176	0.6546831372864991	0.7037772666558617	0.5314503248051509	0.7221905530232012	0.6235294117647059	0.6231527093596059	nan	nan	0.5714285714285714	nan	0.6428571428571428	0.6551724137931034	28	28	29	29	29	28	87	33	4	16	33	0
жесть	3.0	0.2429793143626101	0.09614459587493629	0.26066372625738066	0.1726046225908009	0.3436342431416236	0.166793893129771	0.38969296499747896	0.4042163141021986	0.40457917304386504	0.3164617208699676	0.5052071294192686	0.25402490954794976	0.2540249095479498	0.1304268625052702	0.3322738740176966	0.15944707232988858	0.3345695166322699	0.1853056014698301	0.4173220548441306	0.5888888888888888	0.5888888888888889	nan	nan	0.6	nan	0.5666666666666667	0.6	30	30	30	30	30	30	90	11	5	12	62	0
живот	3.0	0.5062473983800997	0.5599031263760458	0.4557612223651173	0.4706164383561644	0.593204116832075	0.5531457564575646	0.4819512195121951	0.6364630492850114	0.6557969065976061	0.6421382329122911	0.6121283743592887	0.5102920265411288	0.5102920265411287	0.560340430113014	0.5105460961306634	0.468460723981292	0.5921796454407686	0.5556735086451962	0.5067418469968982	0.7555555555555555	0.7555555555555555	nan	nan	0.7666666666666666	nan	0.7333333333333334	0.7666666666666666	30	30	30	30	30	30	90	11	7	3	69	0
заблуждение	3.0	-0.16863666473809102	-0.20051217788059916	-0.21634710786398137	0.10918458781362006	-0.41977036460254347	-0.27902730899048755	-0.30468409586056633	0.2785812822188303	0.46426984681503825	0.26455133076799797	0.11748017170539693	-0.17569604370545844	-0.17569604370545847	-0.15223296898927854	-0.22664491800037787	0.09754709430521051	-0.4412017051858987	-0.2977750001912791	-0.3268602252303067	0.5666666666666667	0.5666666666666667	nan	nan	0.6666666666666667	nan	0.5333333333333333	0.5	30	30	30	30	30	30	90	6	1	14	69	0
завод	3.0	0.19748818700134074	0.21462262740399474	0.12122282899668058	0.08594974244408915	0.28639319617580483	0.3821439943487558	0.13837744315157052	0.5715004166414666	0.5416300314378484	0.6939129522648005	0.47366466441693156	0.2125050988235899	0.21352074088695247	0.32036679797316836	0.09697592791176103	0.09567131383215682	0.27679522960007985	0.42074666951765605	0.12414423931104461	0.7499999999999999	0.7505747126436781	nan	nan	0.7586206896551724	nan	0.7931034482758621	0.7	29	29	30	30	30	29	90	4	8	3	74	0
закладка	3.0	0.6233892047085845	0.8058180073564689	0.6513297306973674	0.6626394628099173	0.6687955273299679	0.7228004125838061	0.513600240456868	0.5999642168143697	0.6540812525564588	0.715075802349133	0.44921033743669636	0.6230853376017224	0.6230853376017224	0.8043913932749581	0.6457337159127645	0.6653945966518471	0.6622229919877689	0.7055955201995628	0.49826589595375714	0.6444444444444444	0.6444444444444445	nan	nan	0.6333333333333333	nan	0.6666666666666667	0.6333333333333333	30	30	30	30	30	30	90	52	9	11	18	0
земля	3.0	0.16591397720551793	0.28946108760923583	0.2665049104563837	0.22569045706522284	0.14674732132344281	0.13203884482407968	0.08804609239391858	0.33381779853674964	0.37503676983039846	0.3274235228314496	0.27319097450345664	0.20782404992287512	0.20782404992287518	0.39711278624444385	0.23185546956383465	0.23217409471796013	0.25478513555306453	0.2776354346532078	0.11366262039745756	0.37777777777777777	0.37777777777777777	nan	nan	0.4666666666666667	nan	0.33333333333333337	0.33333333333333337	30	30	30	30	30	30	90	14	24	18	34	0
издательство	3.0	0.06252277020961727	0.18195252130964712	-0.1126729897399188	-0.05347748551047693	0.1811691760269788	0.2365637583892618	-0.07261904761904758	0.7177920223494296	0.7469149995939403	0.7118421364447437	0.7024797573102912	0.03116519759778734	0.03116519759778734	0.18801276220011492	-0.09231497582782892	-0.06179680650595114	0.1732058209316914	0.22798843746410347	-0.07269603816479032	0.8444444444444444	0.8444444444444444	nan	nan	0.8666666666666667	nan	0.8333333333333334	0.8333333333333334	30	30	30	30	30	30	90	1	2	5	82	0
итальянец	3.0	0.12815355176188448	0.01700043842901	0.1734559338380034	0.17752301778850432	0.08174138119433971	0.04143958868894593	0.13998569701259256	0.455078344493808	0.5035921409862885	0.4574659148992174	0.4075248551433782	0.13724613728895996	0.13724613728895999	0.1599861923856784	0.15720042117574975	0.23559462601569958	0.07598441213033622	0.055356720934014926	0.12078706491716545	0.6111111111111112	0.6111111111111112	nan	nan	0.6333333333333333	nan	0.6666666666666667	0.5333333333333333	30	30	30	30	30	30	90	5	5	11	69	0
кабан	3.0	0.34118099240640076	0.26353217671446305	0.3445075538783421	0.2459401018822045	0.39177577690239485	0.33088874113475175	0.4375696792126812	0.4294867067574707	0.40188303034192774	0.44052026803934174	0.45112951272972535	0.3349695489302347	0.3349695489302347	0.2844556591905105	0.35403024348969925	0.24238728855387853	0.4080321600956912	0.3350812848313858	0.42744007340543966	0.6666666666666666	0.6666666666666666	nan	nan	0.6333333333333333	nan	0.6333333333333333	0.7333333333333334	30	30	30	30	30	30	90	17	2	6	65	0
карман	3.0	0.6038754523979801	0.6632072126829762	0.6477061585757238	0.4533958180184595	0.8068137592890523	0.697679664840477	0.6526284470740249	0.7154602115796538	0.6467277048096902	0.7858625400108572	0.7233811206737192	0.6155417496891274	0.6155417496891274	0.6897940986215215	0.6406682750451023	0.4584467110270808	0.8083410395191917	0.7350999964948053	0.6530785415454963	0.7888888888888889	0.7888888888888889	nan	nan	0.7666666666666666	nan	0.8	0.8	30	30	30	30	30	30	90	12	6	1	71	0
крушение	3.0	0.38566621843819626	0.3972972792254251	0.46045062413584936	0.31240300991584413	0.5379217314258977	0.3789769680103201	0.44817582621611585	0.410934032787328	0.31297779916727164	0.4138426995354352	0.4904989932450282	0.3846782244932819	0.3837411081313313	0.3901717178465537	0.4776884300122481	0.3044414914009997	0.5583683676679517	0.3805744850100116	0.4662073479829825	0.3977272727272727	0.39731800766283526	nan	nan	0.4137931034482759	nan	0.3448275862068966	0.43333333333333335	29	29	30	30	30	29	90	21	16	13	39	0
крыша	3.0	0.5887568814766839	0.6462586098935504	0.5753601318521373	0.5755578185109753	0.6216021066938497	0.6698157778457564	0.5337667127708621	0.5863380664045174	0.5718952586908466	0.6728995105704254	0.5258314124346897	0.5910654063411871	0.591065406341187	0.6458960537489185	0.5833360339258135	0.5740979688933354	0.6090530125442001	0.6621381172398603	0.5369601328903655	0.5999999999999999	0.6	nan	nan	0.6333333333333333	nan	0.6	0.5666666666666667	30	30	30	30	30	30	90	21	8	11	50	0
кулиса	3.0	0.7297749141978818	0.7401411350703804	0.7863193531102344	0.8071456168398614	0.6898393845999649	0.6799687366579901	0.7041419429901106	0.7413754281614213	0.8160190285685186	0.6964849501627153	0.7141399103093267	0.7277641268855404	0.7277641268855405	0.7601131757851958	0.7884100562560499	0.8073732730933795	0.6941389902442506	0.6766582124598428	0.6992608951033991	0.7444444444444445	0.7444444444444445	nan	nan	0.8	nan	0.7666666666666666	0.6666666666666667	30	30	30	30	30	30	90	18	8	4	60	0
лечение	3.0	0.09084240563257961	0.059153608195141705	0.05892842059027248	-0.22638173704085118	0.35410497670771646	0.3337267215244696	0.23432076050291328	0.5455540022606569	0.3469855902950656	0.6954283283723144	0.6157061989766439	0.10534651548011267	0.10534651548011269	0.04460007873820143	0.0427438907317091	-0.24391050018278895	0.4307586264012238	0.33123270585773074	0.2287173407653962	0.711111111111111	0.7111111111111111	nan	nan	0.6	nan	0.8	0.7333333333333334	30	30	30	30	30	30	90	2	3	11	74	0
линейка	3.0	0.5791537336738863	0.7589482790425485	0.6718620268620269	0.6301954060835897	0.5716171617161716	0.5491135954691602	0.5359194630872484	0.7129274667214267	0.7232904315477876	0.6574626628893718	0.7492445780497277	0.5995717796656728	0.6004694521788081	0.791557492231127	0.7034300924573448	0.6746843022415102	0.606603097992821	0.605249783272022	0.5214742710228923	0.8409090909090908	0.8406130268199233	nan	nan	0.8275862068965517	nan	0.8275862068965517	0.8666666666666667	29	29	30	30	30	29	90	75	3	3	8	0
лишение	3.0	0.49849387332044837	0.5933839347938067	0.6345901672416228	0.6976338458183404	0.4293061657324647	0.4027690083654879	0.4357504830076331	0.5100260244247745	0.7151330102003819	0.40818051747895023	0.441286233068761	0.530840606667945	0.5308406066679451	0.6572131221872685	0.6488967012340437	0.7065553128227804	0.45359563051239393	0.44152270186089726	0.44444380532015737	0.5	0.5	nan	nan	0.5666666666666667	nan	0.4666666666666667	0.4666666666666667	30	30	30	30	30	30	90	44	12	17	17	0
локоть	3.0	0.6466191709019311	0.6743668731312108	0.6719767066149689	0.6260798358649484	0.6857652056324779	0.6808664704156293	0.635855220805974	0.7266360238484264	0.7029357187969694	0.7522663479054363	0.7204605860114488	0.6406829469895803	0.6407578788118304	0.6696938623063342	0.6626548145116908	0.6162449075437262	0.6917646032086595	0.6718648504379444	0.6341638784538207	0.7613636363636362	0.7613026819923371	nan	nan	0.7586206896551724	nan	0.7586206896551724	0.7666666666666666	29	29	30	30	30	29	90	12	7	3	67	0
лох	3.0	0.6828625763810949	0.9416421465601793	0.8795351473922903	0.9595959595959596	0.5558862433862435	0.5832095096582467	0.46011396011396	0.5994635697227303	0.9440740424446216	0.5312261708984616	0.33465853294678427	0.750030629330398	0.7500306293303982	0.9642166793381065	0.9486832980505138	0.9682458365518543	0.6889189901577689	0.6889189901577689	0.5929270612815711	0.7407407407407407	0.7407407407407408	nan	nan	0.8888888888888888	0.6666666666666667	0.6666666666666667	0.6666666666666667	9	9	9	9	9	9	27	17	1	1	8	0
любовник	3.0	0.27998415931206155	0.21435734258991423	0.32614811400476307	0.42682612695492184	0.19472113636729227	0.13943536830037262	0.2878908633997487	0.6114048068264217	0.7056190262965689	0.5483579043080575	0.5876740090504049	0.27573641879137745	0.2757364187913775	0.2515645958902714	0.32637191602719	0.4213898983941721	0.17906282715670227	0.13352253339019685	0.2722968245897634	0.7555555555555555	0.7555555555555555	nan	nan	0.8	nan	0.7333333333333334	0.7333333333333334	30	30	30	30	30	30	90	3	2	13	72	0
любовь	3.0	0.3162799832410862	0.3737725806815363	0.39108151855493	0.40069249509467963	0.3072616667164074	0.24796924578090995	0.26598410945456774	0.5384746817328074	0.5953347055041878	0.5329368136406971	0.4756425170402395	0.2906646477274989	0.2910970626217427	0.37096381543801427	0.38505096793751104	0.38764784598463997	0.28824120608007675	0.23259878995229363	0.2530445519282944	0.4772727272727272	0.4781609195402299	nan	nan	0.5517241379310345	nan	0.48275862068965514	0.4	29	29	30	30	30	29	90	8	18	31	32	0
маньяк	3.0	0.2717107670487635	0.25720295505848556	0.2975256994996023	0.22755859045692117	0.33408141298497973	0.179615619280049	0.36656772597730825	0.416683806503252	0.34413816403705744	0.3799786276424819	0.5003421626961411	0.26748755484192305	0.2674875548419231	0.2521378080886257	0.3746055575891159	0.2528744586266274	0.3318076324258863	0.1830417286522524	0.3665464772468895	0.35555555555555557	0.3555555555555556	nan	nan	0.3666666666666667	nan	0.33333333333333337	0.3666666666666667	30	30	30	30	30	30	90	13	13	24	40	0
монстр	3.0	0.11434807408068737	0.22672410475475768	0.2743668353820198	0.34749169936613344	-0.010043252595155705	-0.03170963502173696	0.04054347171175521	0.18454694716763698	0.3926061489903582	0.10360442772261891	0.08194922530744075	0.10498765983481599	0.10498765983481599	0.2261374047365892	0.3164557198000263	0.3284363927725357	-0.013575957797875082	-0.04597085493729075	0.032497441669203014	0.34444444444444444	0.3444444444444444	nan	nan	0.4666666666666667	nan	0.33333333333333337	0.23333333333333328	30	30	30	30	30	30	90	32	14	21	23	0
наволочка	3.0	0.18925481581615422	0.4503105590062112	0.1628212007392834	0.17320805369127523	0.2530254254970341	0.49049707602339176	-0.07255423824501972	0.7456395054335853	0.6805192758223386	0.8697331682953949	0.6907682485655608	0.2226502225608761	0.2226502225608761	0.4572882705704141	0.1635726567202774	0.1636397909963321	0.4301148003791079	0.5770069148510866	-0.07269603816479032	0.8666666666666667	0.8666666666666667	nan	nan	0.8333333333333334	nan	0.9333333333333333	0.8333333333333334	30	30	30	30	30	30	90	3	1	4	82	0
название	3.0	0.04869627267083143	-0.00782979368578185	-0.12081477695845799	-0.06659404192298934	0.05724355026346417	0.11924542979385444	0.08690787432977354	0.3264614084133022	0.2476788206194629	0.34191592167448226	0.39355334813373766	0.040655095734958874	0.04065509573495887	-0.022730966002077847	-0.05506676042429258	-0.06591765996285691	0.048585327946474556	0.10569011957923466	0.08219282758849887	0.5333333333333333	0.5333333333333333	nan	nan	0.4666666666666667	nan	0.5666666666666667	0.5666666666666667	30	30	30	30	30	30	90	7	4	17	62	0
наложение	3.0	0.7134914273177348	0.8029614315399304	0.7205896239068619	0.7250688447711082	0.7774674580860148	0.7229938595303134	0.6776367624675441	0.6854226359229163	0.7015331657082313	0.7102426119830039	0.6310293142589971	0.7427713324696272	0.7428089102153882	0.8094607253238101	0.7783309706469862	0.7315753140382146	0.8182394796739365	0.757349348019526	0.7395020685884239	0.6590909090909091	0.6593869731800766	nan	nan	0.7241379310344828	nan	0.6206896551724138	0.6333333333333333	29	29	30	30	30	29	90	46	13	8	22	0
облако	3.0	0.713491946564344	0.6879807692307692	0.7917267759562842	0.7710590137429264	0.708531350524706	0.6094590153158483	0.7639844214139547	0.7228906695170996	0.7650237388320733	0.6297917101274154	0.7808825692883814	0.7122424860682142	0.7122424860682143	0.7004874345183344	0.8107792583060672	0.7626792905462213	0.7126622480138957	0.6073571868884318	0.7666909807699895	0.611111111111111	0.611111111111111	nan	nan	0.7	nan	0.5333333333333333	0.6	30	30	30	30	30	30	90	21	5	17	47	0
обоснование	3.0	0.018244524010109453	0.06805971141698253	-0.03020622041920218	-0.021051030921436453	0.01838937178536937	0.1342364736100755	-0.04924624806514566	0.3298618799260853	0.2644717073575923	0.41927359803970154	0.31726787540682766	0.0184018480082073	0.018401848008207298	0.04159920291218269	-0.0450696774267958	-0.04090103515125636	0.08250920473284588	0.13709380219571166	-0.0409872230198334	0.4888888888888888	0.48888888888888893	nan	nan	0.4	nan	0.5666666666666667	0.5	30	30	30	30	30	30	90	5	4	22	59	0
огонь	3.0	0.523100358422939	0.4757012114479183	0.5969745371088298	0.5187602525520741	0.5525115494233005	0.45596656598847185	0.6000872914552577	0.4564964520165179	0.4448326158952497	0.39513048159303865	0.5477534986497183	0.5453833743553778	0.5453833743553776	0.5065001181370501	0.6226563319860043	0.5128402538567319	0.6065504701045128	0.5096544014026324	0.6136554678067688	0.5888888888888889	0.5888888888888889	nan	nan	0.6666666666666667	nan	0.5	0.6	30	30	30	30	30	30	90	48	6	12	24	0
памятник	3.0	0.3986686570214877	0.5376171991171912	0.4315948623997794	0.39150929920292543	0.47272929480484305	0.4792760427877659	0.34294637416209617	0.492391815537384	0.47654944022199497	0.5779448896305821	0.4419241926414239	0.42066767436548913	0.4212245933633835	0.5248475605085012	0.46645056924799105	0.3916095208994409	0.506917315647034	0.4998485376420248	0.37221572154868465	0.46590909090909083	0.46704980842911875	nan	nan	0.5172413793103448	nan	0.5172413793103448	0.3666666666666667	29	29	30	30	30	29	90	17	16	21	35	0
пафос	3.0	0.23294827635412074	0.34016242041502853	0.20357529351710058	0.2303316582914572	0.316304270804863	0.31812981478446156	0.1722582287071598	0.4729346815819757	0.4467446262722017	0.551165844607603	0.4351506019570003	0.23382908898322086	0.23382908898322086	0.3352274524809969	0.21619808396014803	0.23257814611129188	0.2889497012017168	0.3084138723082347	0.160495248530136	0.45555555555555555	0.45555555555555555	nan	nan	0.3666666666666667	nan	0.43333333333333335	0.5666666666666667	30	30	30	30	30	30	90	6	8	31	45	0
писк	3.0	0.5871399176954732	0.5581990521327014	0.6460378873013326	0.6090720677750523	0.5310088406933193	0.5117414951477018	0.6537942280253708	0.5712970146857413	0.5998455103623979	0.46675665953665246	0.6552221263259983	0.5947353508673174	0.5947353508673174	0.5751094280636276	0.671897696116432	0.6171460984483103	0.5589367471140341	0.5146774845893088	0.6523824695643331	0.6333333333333333	0.6333333333333333	nan	nan	0.6333333333333333	nan	0.6	0.6666666666666667	30	30	30	30	30	30	90	22	8	8	52	0
