lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1978-16		В ответ боцман обругал непечатным словом итальянца и показал свои два просмоленных корявых пальца.	41:50	0:98
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1958-16		Он не сомневается в успехе предприятия нового императора и, чтобы способствовать "святому делу", пишет латинское письмо к королю и народам Италии с надписью: "Всех и каждого: королей Сицилии и Неаполя, римский сенат, а равно герцогов, графов, марк-графов и народы Италии -- смиренный итальянец Данте Алигьери из Флоренции, безвинно изгнанный из отечества, просит о мире".	284:293	0:371
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1980-16		Разъезжая по Венеции, представляешь погребение, тем наипаче, что сии гондолы на гроб походят и итальянцы ездят в них лежа.	95:104	0:122
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1960-16		Подножия вышиною сажени полторы были изготовлены, и ученый мастер, француз или итальянец, принялся за дело: поставили леса, которые для прочности и связи были довольно обширны; укрепили стрелы вроде кранов, которыми ставят мачты в суда; приделали на вершине их блок и стали подымать воротом мраморную лошадь с человеком.	79:88	0:320
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1956-16		В средние века Птолемей был забыт (им пользовались только арабские ученые), и некоторые сведения о внутренней Азии стали доходить в Европу, только начиная с XIII и XIV веков, со времен посольств в Монголию Плано Карпини и Рубрука и с установления итальянцами (прежде всего венецианцами из Таны, позднейшего Азова) караванного торгового пути в Катаю (Китай) и в его столицу Кимбалик (Пекин).	247:258	0:390
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1976-16		Народонаселение города чрезвычайно разнообразно; люди -- русские, греки, итальянцы, поляки, жиды, и все те же люди; женщины -- русские, гречанки, итальянки, польки, жидовки, и все те же кокетки; разговоры -- русские, греческие, итальянские, польские, жидовские, и все тот же вздор, в разных переводах.	73:82	0:301
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1974-16		Не давая никакого прямого ответа, король решил созвать новую думу в Орлеане, куда и прибыл в сопровождении войска и целого отряда итальянцев телохранителей.	130:140	0:156
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1968-16		Ни игра итальянцев, ни роман де Пюра, ни другие попытки изобразить этих героинь парижской жизни не вызывали ничего подобного.	8:18	0:125
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1970-16		Все эти бессмертные произведения философского и научного, поэтического и художественного гения имели такую же цену для других народов, для всего мира, как и для самих итальянцев.	167:177	0:178
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1954-16		Итальянцы бомбардировали Триполи и к вечеру заняли его войсками.	0:9	0:64
итальянец	NOUN	1700	1700-1916	1700-1916_итальянец_1972-16		Сын мой Павел, впрочем, говорит, что это последнее свойство вовсе не Росси и что итальянцы вообще очень сильно жестикулируют.	81:90	0:125
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1953-16		Среди игроков должно быть равное количество русских и итальянцев.	54:64	0:65
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1947-16		Великий князь Василий III дал средства дkя этого и отрядил из Москвы итальянского мастера, оставшегося в истории под именем Фрязина ( то есть, собственно, "итальянца") вместе с устроителем работ, своим доверенным человеком Дмитрием Сырцовым.	156:165	0:241
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1961-16		Наши коммунисты в глубине души итальянцы, без макарон не могут.	31:40	0:63
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1949-16		Воссоединения Германии, тем более -- быстрого, не хотели и союзники ФРГ по НАТО -- ни англичане, ни французы, ни итальянцы.	113:122	0:123
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1943-16		По желанию клиента-итальянца пейзажист постарался создать здесь атмосферу его родной Италии.	19:28	0:92
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1951-16		Впрочем, как и любой итальянец, тот не слишком строг к маленьким дамским слабостям.	21:30	0:83
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1963-16		Греки -- лентяи, патрульных катеров там практически нет, чего не скажешь про итальянцев, особенно в районе широты Мальты.	77:87	0:121
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1945-16		Тем, кто болел за россиян (среди сотен тысяч зрителей были русские туристы и иммигранты), оставалось надеяться на Сергея Злобина и его партнеров-итальянцев.	145:155	0:156
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1959-16		Строгие классические интерьеры лучше всего удаются испанцам и итальянцам.	62:72	0:73
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1955-16		Всего неделя прошла с момента нелепой аварии между шведом и итальянцем.	60:70	0:71
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1975-16		Кстати, в футболе ничего не понимаю, и болеть буду за итальянцев и португальцев -- за то, что они самые красавцы.	54:64	0:113
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1941-16		Именно такими колесами была оснащена Ferrari, которую итальянцы привезли в Индианаполис.	54:63	0:88
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1977-16		Там Бандини сел за руль своей Ferrari под номером 18 и поехал в порт, в боксы, -- говорят, эта короткая обкатка помогала итальянцу расслабиться перед стартом и именно поэтому он всегда лично перегонял свою машину на пит-лейн.	121:130	0:225
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1971-16		Мужественный итальянец смог разбить окно, выбраться из машины и даже выплыть на берег!	13:22	0:86
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1969-16		Полутора миллионов долларов, которые итальянцам удалось наскрести на аэродинамические исследования, хватило всего на 60 рабочих дней.	37:47	0:133
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1979-16		Компетенция итальянца предполагала, что за его работой наблюдает "глаз", известный одному Бруно.	12:21	0:96
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1973-16		У нее муж -- итальянец.	13:22	0:23
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1995-16		-- Вы большевики -- спрашивали итальянцы.	31:40	0:41
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1983-16		И между русскими и итальянцами возникли самые добрые, сердечные чувства, родилась дружба.	19:30	0:89
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1965-16		Что русскому хорошо, то немцу (французу-американцу-итальянцу.	51:60	0:61
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1985-16		Слишком сильно изменились автогонки Гран При с тех пор, как итальянец принимал (тоже, кстати, без особого успеха) в них участие.	60:69	0:128
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1989-16		Значит, Чарский был поэт Божией милостью, -- кстати, он потому и переменил высокомерное отношение к итальянцу, потому и "сжал ему руку с чувством искреннего раскаяния", что гость был импровизатором, обладателем "неизъяснимого", высшего дарования.	100:109	0:246
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1991-16		Итальянцу Альберто Томба удалось.	0:9	0:33
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1993-16		Если судить по концерту композиторов -- преподавателей Миланской консерватории имени Верди (среди них не только итальянцы Марчелло Пушедду, Франко Оппо и Фабрицио Касти, но и двое мексиканцев Виктор Расгадо и Хуан Тригос, исполнявший в концерте функцию дирижера), то вокруг этого коллектива группируются апологеты типично академического поставангарда -- все той же дармштадтской рациональности, приобретшей известные черты того, что у нас в 80-е пытались называть "новой духовностью".	112:121	0:484
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1967-16		Работа итальянцев в России прежде всего обогатила русскую культуру, и избирательная восприимчивость культуры в данном случае демонстрирует её силу, она не боится потерять саму себя, поток её столь силён, что она растворяет в себе другие потоки.	7:17	0:244
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1981-16		И играли они с итальянцами гораздо живее, чем все прошлые матчи.	15:26	0:64
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1937-16		Окончив школу, Руми пошел учиться на инженера, но смерть отца бесповоротно изменила жизнь молодого итальянца.	99:108	0:109
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1939-16		Такая женщина, имеющая такого мужа, и впрямь могла полюбить князя фон Аренсберга, в прошлом лихого кавалериста, героя сражений с итальянцами и альпийских походов.	129:140	0:162
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1987-16		Когда же епитимья миновала и два года прошли, Василий Третий и Елена Глинская немедленно приступили к делу, не только в том смысле, в каком это понимаете вы, Макушинский, с развратной вашей ухмылочкой, и вы, очевидно, тоже (добавил он, поворачиваясь к Фебу, спокойно набивавшему свою трубку), а в том и прежде всего в том смысле, что, во-первых, начались поездки царской четы по монастырям с молением о чадородии, во-вторых же -- строительство моленных храмов, и в частности вот этого, перед нами, для чего, между прочим, был выписан из Рима очередной итальянец, именем Петр Франциск Ганнибал (Ганнибал переспросил Феб, пыхая сладким дымом), вот именно: Ганнибал, как ни странно, русскими летописями называемый Петр Фрязин или Петрок Малой.	552:561	0:740
итальянец	NOUN	1992	1992-2016	1992-2016_итальянец_1957-16		Не буду говорить об итальянцах, которые месили грязь на стадионе.	20:30	0:65
